"Key","Source","Translation"
"5A6D0A52416A6A62994971A19DE20F74","He's done for!","Йому гаплик!"
"8E81FF78497AEB065D11A2BDD1FE478A","He's mine! I'll take it!","Він мій! Я розберусь!"
"C45A60224402DACC38F2948DFAFBF26F","He's mine! I'll take it!","Він мій! Я розберусь!"
"0CE71E8D4125760B33307A87A4E3EF1C","Hear and obey, for your queen commands you! Attack!","Hear and obey, for your queen commands you! Attack!"
"84F0D9E24A790D961A88F3924EED297B","Hear that? We've got a bloody hero with us!","Hear that? We've got a bloody hero with us!"
"8D8D211644D7F23AE598518AB60FDE01","For the love of God, help me Doctor Reid!","Заради Бога, допоможіть мені, докторе Ріде!"
"F40296E7492E82703AF852A6D3F402E6","Hey! Don't come no closer!","Гей! Не підходь ближче!"
"6E2135164FD5C624CBFEADB6BEDC7890","Hey! Take a breath o' this!","Гей! Вдихни ось це!"
"DFB3D3F44423433FB6F9CAB93825C65D","Hey, I'm talking to you, you twat!","Гей, я з тобою розмовляю, дурню!"
"4C72217843742F74A10B45916B15D300","Hey, I'm talking to you!","Гей, я з тобою розмовляю!"
"61EC21D7482B30C0B38815B72DFAD70A","How are things at home?","Як справи вдома?"
"9DD3DF2C447DFD48CC17F3BDB25FEA00","How are things at home?","Як справи вдома?"
"8B556D6B4C375394F9D3E9818CFD6A11","How dare you interfere with my hunt?","Як смієш ти втручатися в моє полювання?"
"14B31BD44819D9C1AD48328A0D6AE2C5","How dare you!","Як ти смієш!"
"9A4687764C671C83B432A0A650D8BCC8","How do you feel?","Як почуваєшся?"
"2D91C8F9437A9D24C673FD889B5BDB4E","How many children have you killed, bastard?","Скількох дітей ти вбив, покидьку?"
"3AD159A24A7713A88D7AA2913CE5F3D0","Hurts, doesn't it?","Боляче, чи не так?"
"95E60AAE4ADF4B161C5932B74094759D","I'm Fergal Bansha, the Hand that Crushes All!","Я Ферґал Банша, рука, яка все трощить!"
"634C68D3475BBF851B465C9A25B32EF1","I'm no longer alone! We are kindred now! Broken and monstrous!","I'm no longer alone! We are kindred now! Broken and monstrous!"
"2DADC81C4CB8A2BD913E1BBBAFD4F9E2","I'm not afraid of you! I have never been afraid!","Я не боюся тебе! Я ніколи не боявся!"
"6DE4E47740551F5A10E12CB3EAEF9DCF","I'm sorry sir, but I must kill you now!","Мені шкода, сер, але я мушу вас вбити!"
"A10EDCC240A85DB69BB657B8E386313E","I can see it now, the blood in your veins!","Тепер я бачу, кров у твоїх венах!"
"7FCBB99E401DCCA184DA2DA9C155011A","I can't believe how strong I am!","I can't believe how strong I am!"
"604B92464F8C5BF18FF35A97DBDACF97","I could eat rats all day! Bloody rodents!","Я можу їсти щурів цілий день! Кров'янисті гризуни!"
"59FDE5BC47FF6570DD543E8957463165","I hate leaches!","Ненавиджу лічів!"
"DBA159CF46EBEFB4AE6182884266A974","I hate leaches!","Ненавиджу лічів!"
"69674480409E8C196F31E4ADE8E46A62","I have killed before! One life or another makes no difference!","I have killed before! One life or another makes no difference!"
"EAE9EA824C94511F0F34E8AA1B526943","I have lost everything! And yet I feel fulfilled!","I have lost everything! And yet I feel fulfilled!"
"CE792B164E096CE240C30798CC1C4A94","I killed my own brother when he tried that on me!","I killed my own brother when he tried that on me!"
"81A06CD3478E642B422DE4AD698A7D27","I know! It hurts doesn't it?","Я знаю! Боляче, правда?"
"9ADB65414EC45A96B32E509BA887439E","I like their screams when you burn 'em alive!","Мені подобаються їхні крики, коли палиш їх живцем!"
"D2863E97471F08643007FB8C2A0179F7","I order you to step back!","Я наказую відійти назад!"
"D51FD0774F5D2B2E21006BBB7791D914","I order you to step back!","Я наказую відійти назад!"
"3401EA244426CB1E1277BD92899BE258","I said go back home!","Я сказав, йди додому!"
"DB68F4D14C31E8F68904BD8A891AD3E3","I said go back home!","Я сказав, йди додому!"
"825B26224958F486D25E3C9261A816F3","I said stay away!","Я сказав, не підходити!"
"68ED67314D3E0FABB3AEBA8E508FFAAA","Sir, I said stay away!","Сер, я сказав, не підходьте!"
"9AF5A04A44041E17871994BA2FCE19DD","Sir, I said stay away!","Сер, я сказав, не підходьте!"
"02F4385C4A335273FA6816BA7484FD89","I shall crush you!","Я тебе розчавлю!"
"B039909B4C8BC91EA0431A931D916DFE","I shall fear no evil!","Я не боюся зла!"
"E7629A8245457354FD3F4EA321A4EB5A","I shall fear no evil!","Я не боюся зла!"
"ED48DC02442362EBA1498285652875A3","I shall tear thee apart and spill thy blood to the pissing wells!","I shall tear thee apart and spill thy blood to the pissing wells!"
"2A992BEE428364C07E61A9879C92BDAC","I smell your fear!","Я відчуваю твій страх!"
"505EC61748EB044B68692C8789BA24A7","I still hear voices in my head, every night!","Я досі чую голоси у своїй голові, кожну ніч!"
"9F03524B418FE2B40D6A489E043115B8","I summon thee, my children of the night! Bite! Maim! Spit! Kill!","Я закликаю вас, мої діти ночі! Кусайте! Калічте! Плюйте! Убивайте!"
"337811CE4E20F4D06550828C11FB48B7","I want to kill you! For no reason! For no reason at all!","Я хочу тебе вбити! Без жодної причини! Без жоднісінької!"
"656EE5DF4E2ED35C1E8570B0CF89D4E1","I was a good mother!","Я була хорошою матір'ю!"
"70D8016247A50F07237484BC3F3BD064","I will be prey no more!","Я більше не буду жертвою!"
"BE3F58534CE81BA37573A594F8F8E7C5","I will crush you!","Я тебе розчавлю!"
"68C308D34C2FB7A912EE4C895F33AE5A","I will have my revenge on all those bastards!","Я помщуся всім цим виродкам!"
"F6E940C44C1057BD21C73C80BEE5F3AE","I will never rely on anyone else again!","Я більше ніколи ні на кого не покладатимусь знову!"
"2708B7164CBE90916173F5A19512F588","I will reap the land myself! Abundant, the harvest! Red, the crop!","I will reap the land myself! Abundant, the harvest! Red, the crop!"
"B6C48CC34675D9CE833EEAB6D8835FBB","I'd head back home if I were you, sir!","На вашому місці я б повернувся додому, сер!"
"436C915F4627E124B01E5CB6DF2014C6","I'd head back if I were you, sir!","На вашому місці я б повернувся, сер!"
"4C308DD6492FD452F63FC4A1B8375E81","I'd head back if I were you, sir!","На вашому місці я б повернувся, сер!"
"C6F84C5742DF641C54390AA7B3445248","I'd head back if I were you, sir!","На вашому місці я б повернувся, сер!"
"1E9A31A145A4A6BE525524BEE191BCDE","I'd step back, sir!","Я б відійшов, сер!"
"97D20818478F393BA3736D8D466A18C2","I'd step back, sir!","Я б відійшов, сер!"
"A6A76D094BCB9C9DC1C0998515EB1588","I'd step back, sir!","Я б відійшов, сер!"
"97F994F3415F1CC94DCC84AD31A42024","I'll bring your head to Lord Redgrave!","Я принесу твою голову лорду Редґрейву!"
"CAC36A0248AC6DD57AD33CA05D7F9D99","I'll burn it's head!","Я спалю його голову!"
"5CF8DF4F4D0A8602482003A496470043","I'll dance on your carcass!","Я станцюю на твоїх кістках!"
"52F3DA4E498C14A4B64C56AA4F6B04C6","I'll do to you what you did to Dorothy Crane!","Я зроблю з тобою те саме, що ти вчинив із Дороті Крейн!"
"5AB6290C455EB2CFAEBE02B5FA5F65AE","I'll have your blood! Down to the last drop!","Я вип'ю твою кров! До останньої краплі!"
"782836174E80B55991D124BC682B2170","I'll kill it!","Я вб'ю його!"
"AA9143F24D3EDDCAF43BB18E641E3656","I'll kill it!","Я вб'ю його!"
"A10759624400CE4BBB8908844FEC0CDC","I'll make you kneel like a dog, just as you did to Sean Hampton!","I'll make you kneel like a dog, just as you did to Sean Hampton!"
"8CEEC0E245E69369F34B4B861298A00B","I'll pin you down!","Я приб'ю тебе!"
"2108D25F476BFF3380AA1E9F1560CA4E","I'll put an end to you!","Я покінчу з тобою!"
"E5A8C27A41FC0DF0CD56E4AECD326C0F","I'll put an end to you!","Я покінчу з тобою!"
"6E8DCEE9400DA5FCC51918890DA1C3AB","I'll send you back to the bloody grave!","Я відправлю тебе назад до кривавої могили!"
"889327F24082EE611F9EA68D4BDC6576","I'll send you back to the fucking grave!","Я відправлю тебе назад до йобаної могили!"
"C49565CD46794F70DA6F3DBDD039B594","I'll send you back to the grave!","Я відправлю тебе назад до могили!"
"B5BF1F6E432F9A70387F26B6C983823E","I'll send you to hell!","Я відправлю тебе до пекла!"
"CFDDF36B4A47E7151220489E068E5680","I'll send you to hell!","Я відправлю тебе до пекла!"
"A0201C80496A8CA8817CD6AE074BEF39","I'll show you the same kindness you showed Sean Hampton!","Я проявлю тобі таку ж милість, яку ти проявив Шону Гемптону!"
"1A1B355544F61CB19392A1AF75FC5B13","I'll burn it's head!","Я спалю його голову!"
"4AC0C3ED4F9A559F2A60429F73DB4548","I'll burn it's head!","Я спалю його голову!"
"FE7AF5E944B0BC9DF879FDA00C413FDA","I'll burn it's head!","Я спалю його голову!"
"D4B2497C43E6DF223A8ACF871BFA52C3","I'll turn you to dust!","Я перетворю тебе на пил!"
"031779434157194E6DAD6AAF6825AFCF","I'm gonna roast you!","Я тебе підсмажу!"
"99341FCF4226604E3CFAE390C570F46B","I've lost it?","Я його загубив?"
"6F622BDE45D6B4731E9C8F87167040F6","If you spot one, fire!","Побачите одного з них - спаліть!"
"393E33D94C836A1F9DA272B53321BB88","If you're so innocent why does simple light burn you so much?","Якщо ти такий невинний, то чому звичайне світло тебе обпікає?"
"D4F199724EBD2546BE98DFBFC28A7708","In the name of Marshal I'll kill you!","Во ім'я Маршала, я вб'ю тебе!"
"37C7359C46CA7C9D7AE98B9ACEB132EA","Into thin air!","У повітрі!"
"32698D7948B726EC49A394A9B86B872D","Is that all? I'm still hungry!","І це все? Я все ще голодний!"
"3C173CB341E5A5DB89FE1985D07EE42D","Is this a dream, my child? Am I awake? Is this anger I feel? Is this wrath? I think it is! Oh, how infinitely, how intensely, how irredeemably are you all going to suffer now!","Is this a dream, my child? Am I awake? Is this anger I feel? Is this wrath? I think it is! Oh, how infinitely, how intensely, how irredeemably are you all going to suffer now!"
"B9D31BE3431EC4938476B1897EB3E3B1","It ain't human! Kill it!","Це не людина! Вбийте його!"
"BEEEE56A4F19F05972DBFA8954C55CD0","It ain't human! Kill it!","Це не людина! Вбийте його!"
"CC8BAA6440C55C7A281E1BA4308908D5","It ain't human! Kill it!","Це не людина! Вбийте його!"
"F931D0DD49AD4942C515EC894C748AF2","It ain't human! Kill it!","Це не людина! Вбийте його!"
"718FB7644A993D42A98F08B11D4092BE","It smells like rotten meat! One's near, I know it!","Смердить гнилим м'ясом! Один неподалік, я певен!"
"B1C64FA74CA05717AF4461BBCED9A154","It smells like rotten meat! One's near, I know it!","Смердить гнилим м'ясом! Один неподалік, я певен!"
"0CFE820742C3F18E6BEE37A09652D5F7","It's a leech trick!","Це витівки ліча!"
"8AC108CF4078A721E8C25A96D053C0E0","It's a leech trick!","Це витівки ліча!"
"A1E92CFB47D6D05891FAB2B627E3608B","It's a leech trick!","Це витівки ліча!"
"A8EB45A942757E808C920397923DCF12","It's a leech trick!","Це витівки ліча!"
"FD4C38284C328A64A15797B6716B5F0C","It's a leech trick!","Це витівки ліча!"
"605E6E9E45B9A853E4941EBAAC4E309D","It's a leech! Kill it!","Це ліч! Вбийте його!"
"A22EC5454A4DA9568242F0B96F17CD20","It's a leech! Kill it!","Це ліч! Вбийте його!"
"A36EDD724F59F0D16B421C8E563EA7B9","It's a leech! Kill it!","Це ліч! Вбийте його!"
"A8AD3F254B0C74573B769292E73EB3D9","It's a leech! Kill it!","Це ліч! Вбийте його!"
"5580DD6740F1D2E615B67C84BBF7BAA6","It's closed!","Зачинено!"
"687CBFD44578A985CB66C08689C40F9B","Oh shit, it's closed!","Дідько, зачинено!"
"F68CEB4D4ABDCD2004661A8E63652C99","Oh shit, it's closed!","Дідько, зачинено!"
"FD6A41414F6F14A6C680DCB429EB34EB","Oh shit it's closed!","Дідько, зачинено!"
"46B98B2A4C3CEDD1B112BDAF7A0AECDE","It's dead all right!","Гаразд, він мертвий!"
"52834AA94DC303D55BBB3993A09D41CA","It's dead all right!","Гаразд, він мертвий!"
"6E5E132D49EB8F1FE7E6CCB2ACBC3234","It's done for him!","З ним покінчено!"
"9AD85BBE4716AE1DE6D7BBA787B91163","It's done for him!","З ним покінчено!"
"F9259EB9449219BA1ADC4C8494054755","It's done for him!","З ним покінчено!"
"14EA72D04FE3010916172A85AE2D7AB1","It's down!  Finish it!","Він упав! Прикінчи його!"
"1D926365456B0246EC22C099F5CCC7AB","It's down!  Finish it!","Він упав! Прикінчи його!"
"9A871EEC4B80F82371E9879121BB3FAB","It's down!  Finish it!","Він упав! Прикінчи його!"
"4787E918442139A161C896AF38306402","It's down! Finish it!","Він упав! Прикінчи його!"
"AD8A816E4CCB68F83FC0B8AA31F308B9","It's down! Finish it!","Він упав! Прикінчи його!"
"06FB4ED5482620C983CF8BBDAC403A43","It's locked all right!","Гаразд, зачинено!"
"21CE036C48A16B60C72BBBAC7484BCF4","It's locked all right!","Гаразд, зачинено!"
"C5DD3EDE4135B078776A8FB1E55BE33B","It's mine!","Він мій!"
"484BF6B34D000C954EA5868691E25A29","It's not human! Kill it!","Це не людина! Вбийте його!"
"008111FF49AA5610F5AA6CBCFD930289","It's on him!  It's on him!","It's on him!  It's on him!"
"429570EA41BD55C837A6888DA252F8E7","It's on him!  It's on him!","It's on him!  It's on him!"
"459C6DE94EAE3A2A972DEABDD056027B","It's on him!  It's on him!","It's on him!  It's on him!"
"506232594F7C157F4352DC9B795DCA56","It's on him!  It's on him!","It's on him!  It's on him!"
"DFA9B55F49BCA67942A4308357E9FF90","It's on him!  It's on him!","It's on him!  It's on him!"
"57B24BC94F854CC398549BBE1C9C72EB","It's one of them!","Це один з них!"
"EC2B48F843F62CBA3EEAE3A1EF66FF34","It's one of them!","Це один з них!"
"DF011FA54BCE1E3FC2E7838DE415F14C","It's too fucking fast!","Він достобіса швидкий!"
"7D4833104B7515FAF52F22B48A62F0E4","It's too late! My baby is coming! My poor baby! Poor world! She is awake now!","It's too late! My baby is coming! My poor baby! Poor world! She is awake now!"
"48C0499D435A0E9C0550338FC0691E4A","It's too strong!","Він занадто сильний!"
"4AEFD768410605E2EE26C0A231649DD1","It's too strong!","Він занадто сильний!"
"BCE0D2374B7FF8200F08DCA47E9C2BF1","It’s too quiet! I don’t like it!","Занадто тихо. Мені це не подобається!"
"341716C34C04761FE95C0DA8A684E5E5","I’ll kill you!","Я вб'ю тебе!"
"F546B9464752281E1AA1D3837799C2D7","I’ll kill you!","Я тебе вб'ю!"
"14AC64904FAC3F75A114098BB78CD026","Just another dead bastard!","Ще один мертвий покидьок!"
"403267E34BC92E2E7A29B684B8BD89A8","Hey ! .. just vanished!?","Гей! Просто зник!?"
"62CB6A5142625956C708358B0C71F177","Hey ! .. just vanished!?","Гей! Просто зник!?"
"C630184C4A86749798B40FB14DAE1929","Hey! Just vanished?","Гей! Просто зник?"
"EAA3107C42B5E4DCF39220B24A92A134","Hey ! .. just vanished!?","Гей! Просто зник!?"
"F66D97F94292EDAC31F097876D41EB8E","Hey ! .. just vanished!?","Гей! Просто зник!?"
"04542320420FF15FD7F2CBBC36666C7D","Watch out, lads!","Обережно, хлопаки!"
"143A9CE64F197C3C517B84980BD50188","Watch out, lads!","Обережно, хлопаки!"
"4D8F4C904A847F2A31A69FBEC2ADD5E0","Keep your eyes on it!","Слідкуйте за ним!"
"59A25B82492BD610E4D1AA8FCE5FFDCD","Keep your eyes on it!","Слідкуйте за ним!"
"171A0616467158B5814612B84D56FCBA","Kill it, boy!","Убий його, хлопче!"
"18C600554A339B054CB76C8857C8C403","Kill it, boy!","Убий його, хлопче!"
"2405422140E63BD4B05EC0918DC1F134","Kill it, boy!","Убий його, хлопче!"
"9ACE86BC43A743D225F2E38D73DF1FE2","Kill it, boy!","Убий його, хлопче!"
"AB4265774599C6343D1A4AA14015F0DB","Kill it, boy!","Убий його, хлопче!"
"CC1F0C90455D4AA7E75859AC3135F6B4","Kill it, boy!","Убий його, хлопче!"
"DF3D5EE6468EBF659D4812AE72BCB8E0","Kill it, boy!","Убий його, хлопче!"
"169FDA95494A1796764AF792F61AA0D6","Kill the vermin!","Убийте нечисть!"
"19C0972B4B556E5542E672A82BAB7833","Kill the vermin!","Убийте нечисть!"
"3E320C0B480A216403B172804ABA5417","Kill the vermin!","Убийте нечисть!"
"494B05A24BF7B2FEF7BB3AB8FF495266","Kill the vermin!","Убийте нечисть!"
"C412060B485B7FD6B6FA9196FF6E2504","Kill the vermin!","Убийте нечисть!"
"F611EC3D44994B01F5A6FCBA595EC89B","Kill the vermin!","Убийте нечисть!"
"FA2843824E65049C8E4E0D89BCEBCFD7","Kill the vermin!","Убийте нечисть!"
"E1F46A9148855FA517F3268393D05B71","Killing bastard!","Убивчий покидьок!"
"5C0C322544EB5C7FD197ED9C47617216","Killing's all you deserve!","Убивство - це все, на що ти заслуговуєш!"
"D81ED497480E14DC67BE2DA80D364385","Killing's all you deserve!","Убивство - це все, на що ти заслуговуєш!"
"2272A35E4F23577A146148835ABF8A8D","Kin slayer!","Убивця роду!"
"A2F721BE4465A443DCA22F9B84C0953A","Kiss me again, sweet brother!","Поцілуй мене знову, милий брате!"
"E67CBB0548B15B767131DBBFC428FDFB","Kiss me deadly!","Поцілуй мене смертельно!"
"609B3C214312B7E22B1E49AAEEDA8BB9","Kneel traitor!","На коліна, зраднику!"
"B4F3B57C416D710E99D996AD321A7BE5","Kneel, traitor!","На коліна, зраднику!"
"18A53445485CC167AD4522AB3A4DCED8","Last warning!","Останнє попередження!"
"2C99DF274D755D3D0C93009EA07D0550","Last warning!","Останнє попередження!"
"52B4CC134710C2124E74C1A44A13D44D","Last warning!","Останнє попередження!"
"B6DF4AB24D61B0EFECE85E8CA2BBE911","Last warning!","Останнє попередження!"
"B46C53014539E7EFEA640DB37B4FE85E","Last warning, sir!","Останнє попередження, сер!"
"BCD4C1BF4F054C63C44297B9AAC74EA3","Last warning, sir!","Останнє попередження, сер!"
"17D41E634C190086FAB887BE879361A6","Laugh all you want, but I'll be cutting open my first leech before the night's done!","Laugh all you want, but I'll be cutting open my first leech before the night's done!"
"BE603E4A4D940CFE015FCBA31D808534","Leach spotted! Watch out!","Помічено ліча! Обережно!"
"7259F31946D95B034B33EC83E8596953","Leach spotted! Watch out, boys!","Помічено ліча! Обережно, хлопці!"
"B40B86704E2B095ACF1B33BF0AB685CD","Leach spotted! Watch out, boys!","Помічено ліча! Обережно, хлопці!"
"C97AB2A845E271EEB01722802CC6535B","Leach spotted! Watch out, boys!","Помічено ліча! Обережно, хлопці!"
"64122DE24DA344890A9009A4FFC9947E","Let's get to the cemetery! I can't wait to split the heart of one of those dead bastards!","Let's get to the cemetery! I can't wait to split the heart of one of those dead bastards!"
"F5D86ACF4FE67B195798EDBD58165C8A","Let's pin it down!","Нумо, прибийте його!"
"21E0B40240E577B8C1FBD7BB0BA5E188","Let's see how it likes a bit of fire!","Погляньмо, як йому сподобається вогонь!"
"3D7BD9A34B952C1303158AB0E6E6CFBA","Let's see how it likes a bit of fire!","Погляньмо, як йому сподобається вогонь!"
"430BC4164ED1CD432219EFBFE736C786","Let's see how it likes a bit of fire!","Погляньмо, як йому сподобається вогонь!"
"B41767A1465FE39A685B6BA7E3534554","Let's see how it likes a bit of fire!","Погляньмо, як йому сподобається вогонь!"
"CA0CE81A4BA78EDA4178AE8EF72C7604","Let's see how it likes a bit of fire!","Погляньмо, як йому сподобається вогонь!"
"FF1996F149792E70F3F9979F8C327365","Let's see how it likes a bit of fire!","Погляньмо, як йому сподобається вогонь!"
"8F49998140C0B4E0E2826D80520770E1","Liars! Liars, all of them! ","Брехуни! Брехуни, усі вони! "
"2651D1434C5D435F34CDE5B30427179B","London reeks of corrupted flesh!","Лондон смердить розбещеною плоттю!"
"DD4EE98742D0FFF777FFB98BE4A206EC","Look at it! Vicious beast?","Поглянь на це! Злісний звір?"
"B56540614045399F1CDBEF8A82A55613","Look at it! Vicious bugger, ain't it?","Поглянь на це! Злостива нечисть, чи не так?"
"2AC3745C4BCE5C9BD647BBA975B07456","Look at it! Vicious bugger?","Поглянь на це! Злостива нечисть?"
"343039B3460B1157F3F7A99742E01269","Look at it, gone up like kindling!","Поглянь на це, розгорівся як хмиз!"
"559D14EF45FC530D667D689D1EA98CD5","Look at it, gone up like kindling!","Поглянь на це, розгорівся як хмиз!"
"9A46CE1048A614C6B214EDBBA3634352","Look at it, gone up like kindling!","Поглянь на це, розгорівся як хмиз!"
"A3FE46A3457F669F1EF13AADE471F7FB","Look at it, gone up like kindling!","Поглянь на це, розгорівся як хмиз!"
"BE29109F4EC17C8126AAB1ABF4019DC2","Look at it, gone up like kindling!","Поглянь на це, розгорівся як хмиз!"
"9DCD6E724AC78FC6158BD5BEAF1DEA47","Look at me! Look at my face!","Поглянь на мене! Поглянь в обличчя!"
"1DA844324A1213BC7FB82CBE7E98DC9D","Look lively! It's onto us!","Look lively! It's onto us!"
"2C4B717744068932DDD0B0B8B5D884C3","Look lively! It's onto us!","Look lively! It's onto us!"
"81EF54BC458A730D71EAB6B8D81640D4","Look lively! It's onto us!","Look lively! It's onto us!"
"9BA7988A4E9C0ED81F019E8248CF51F5","Look lively! It's onto us!","Look lively! It's onto us!"
"A28273904C90095E18E0BABBB0F26AF7","Look lively! It's onto us!","Look lively! It's onto us!"
"F7A03AD14974596D7BDA2E96A5CA6444","Lord Redgrave sends you his regards!","Лорд Редґрейв передає тобі вітання!"
"C9DB97A34B129332F659E0B5D87561B3","Lord Redgrave was right to suspect you were not proper Ascalon material!","Лорд Редґрейв мав рацію, вважаючи, що ти не підходиш для Аскалону!"
"07B5B46443E9963AF9BA97989842D71A","Lord, give us the strength!","Господи, дайте нам силу!"
"27AF26414F68E851182122A306996017","Lord, give us the strength!","Господи, дайте нам силу!"
"0DA41D684A3116DDCFEE98BB8187AB44","Fuck. lost it?","Бляха. Втратили його?"
"388F5D7A4DEA670E596A798466178B25","Fuck. lost it?","Бляха. Втратили його?"
"CD6E60214D86422F35DB839371A61660","Fuck. lost it?","Бляха. Втратили його?"
"BA16F7BB4A2FC9AA24880F9007573F88","Love me! Love me not!","Люби мене! Не люби мене!"
"61ADD70641E393CB5E61DFB01AFBB341","Mind its teeth!","Пам'ятайте про зуби!"
"74733D1A4B88075EFAC82CB6D7A7779A","Mind its teeth!","Пам'ятайте про зуби!"
"AB79BBB645E98E005F4B9EBEE93B3495","Mind its teeth!","Пам'ятайте про зуби!"
"FC4691374A00BFBCC8D6FC8403FFA51C","Mind its teeth!","Пам'ятайте про зуби!"
"0CFCA0934221E94DD83EF3A94030CDB0","Mind its teeth!","Пам'ятайте про зуби!"
"0D10424A4999DD4124BA88AEE36C38A8","Murdering bastard!","Убивчий виродок!"
"498FF833483279BDF0B182887BB65BF2","Murdering bastard!","Убивчий виродок!"
"87C40831445551A9693CA484A0FD5513","Murdering bastard!","Убивчий виродок!"
"05727A3E46B7F5A55CD9AB85CBE1EEF7","Murderous bastard!","Убивчий виродок!"
"7F4ABB22436923A5704070815F1B7D50","Murderous bastard!","Убивчий виродок!"
"63FEC9A54272EBC7C096E8B3AD1A9EC7","My blade shall pierce your villainous heart, dark prince!","Мій клинок простромить твоє підле серце, темний принце!"
"86F8CDDD4F7304613718F784DC8C57A2","My children, my beloved, die for the love of me!","Мої діти, мої дорогі, вмирають за любов до мене!"
"2A8B17354649AA76ED97F291F495FDD7","My poor baby! Where is she now?","Моє бідне дитя! Де воно зараз?"
"10E2F95B45B0EE090D5A19B8B7B2BAA6","My power you cannot comprehend!","Тобі не збагнути моєї сили!"
"9B457D1F49025948D0C9EDB9687ACCF6","Na, just another dead bastard!","Нє, просто ще один мертвий виродок!"
"1FF08D88465F4FFEC7C44AA6380CCCEB","No civilians allowed, sir!","Містянам вхід заборонений, сер!"
"8140EA774CE7473D78B15E8A057D48D4","No more betrayals!","Більше ніякої зради!"
"E551121D4A4F92AFE2925A8A14AB75E2","No more guilt! I’m finally free!","No more guilt! I’m finally free!"
"F0F8C4D84707C37E5AA85BBC24DD4DD6","No one can hide from Ascalon!","Нікому не сховатися від Аскалону!"
"1841AD01418A4FF9EA9749B60634B7EF","No rest for the wicked!","Нечестивим немає спокою!"
"8AC07AB84DC0847E03C43BA6B5C944E2","No rest for the wicked!","Нечестивим немає спокою!"
"463AA46D433269E66283F1A4832CC176","Fuck No!","Блядь, ні!"
"4AEA8D814C80FDB7230EAC8793D6A2F9","Fuck No!","Блядь, ні!"
"94A13E634319228BB3D269A9DE6F4B25","Fuck No!","Блядь, ні!"
"970277684DEFDB267CAD6F91910EA405","Fuck No!","Блядь, ні!"
"98A9245144C00364BA887994FEFD456E","Fuck No!","Блядь, ні!"
"D63B157F481A63469D95D7B612779211","Fuck No!","Блядь, ні!"
"E1581049458FFDCD341D5CB04D7FA70B","Fuck No!","Блядь, ні!"
"246E41C244A0FCF00BEC94AFE2FC2275","No! No!","Ні! Ні!"
"D79151C54A0F5284BE36099974B76B88","No! Oh god, no!","Ні! О, Боже, ні!"
"DC20924142736E7B89FEFE8643777798","No! Oh god, no!","Ні! О, Боже, ні!"
"FD5FDA184B95DD54252E1B90BC4CCC6C","No! Oh god, no!","Ні! О, Боже, ні!"
"FFA8411C43844730B3A3E2919A6F6E2D","No! Oh god, no!","Ні! О, Боже, ні!"
"654EAFA6477D400B2AFE22A23E89B2D5","Nobody ever helped me! I've been all-alone all my life!","Ніхто ніколи не допомагав мені! Я все життя був сам!"
"5A8EDD9C48DFDD3DD29505BF4B458971","Nope! Just another dead bastard!","Ні! Ще один мертвий виродок!"
"2548F2B949247B663FE0998A1A16BE77","Not a good place for a stroll!","Не найкраще місце для прогулянки!"
"A03456C34465651CB9C6E5A8442F0430","Not a good place for a stroll!","Не найкраще місце для прогулянки!"
"FA805D6E4E24C6AC9829D0B49CA6AF67","Not a good place for a stroll!","Не найкраще місце для прогулянки!"
"0FCB1AEF4C4636807FE2289F09053AA3","Not a safe place right now, sir!","Наразі це не безпечне місце, сер!"
"31EEDB20457888E8264E329582629F73","Not a safe place right now, sir!","Наразі це не безпечне місце, сер!"
"BD4331EA4029F1DDB1C9F1A3618B94F6","Not a safe place right now, sir!","Наразі це не безпечне місце, сер!"
"F4FF60134A1C5CAEF721E89D9ECBDAEA","Not a safe place right now, sir!","Наразі це не безпечне місце, сер!"
"343CDA364A8462C23039C3BAB0C03C15","Not bad!","Не погано!"
"A93B86A047ADB94A1036E5B212D20474","Not bad!","Не погано!"
"AA0EEF8846159278D1039E93D95E5EBA","Not bad!","Не погано!"
"637A12354FB3689D96506B86DCA66484","Not been bitten!","Мене не вкусили!"
"2A89DCBC45FE230AC9E7A6BBFADA5341","Not been bitten!","Мене не вкусили!"
"7E8506264BAAA38FA1DF07A69D8A3E37","No, just another dead bastard!","Ні, ще один мертвий виродок!"
"49D3F9E947CEBBCF74129197B00995A6","O Romeo, my Romeo!","О, Ромео, мій Ромео!"
"2D26858C433288C087A2A2BC65925668","Oh Christ he's dead!","Ох, Боже, він мертвий!"
"020C4070428AAE647A352EBC14EEB5A0","Oh my God!","О Боже мій!"
"1EDD9BE344D73FB9D124B7B4B09FB48C","Oh my God!","О Боже мій!"
"7463AC2747B88EB97F033482527CB8F9","Oh my god!","О Боже мій!"
"D882A79049982CFACB6858AD566276CA","Oh my god!","О Боже мій!"
"92674CB14045CA698C63D4B3BDE2C4B1","Oh no!","О, ні!"
"4B30A26648636EC18C405DB7FF7AD35E","Oh, Christ!","О, Боже!"
"4F88974D4372B22A828F27997BDF0036","Oh, Christ!","О, Боже!"
"8CE16D144917C61629722D9EA295D4FC","Oh, Christ!","О, Боже!"
"A3E715444CE3341313EB7AAF46E7A6BB","Oh... Tricky bastards!","Ох... Хитрі виродки!"
"9424CE9B4685FFC1F30A38B84FADC91F","Oi you! Get a taste of this!","Ей, ти! Скуштуй ось це!"
"15C9947442B9C7B7EBD759BDDBEE28FC","Oi! Come out, ya coward!","Ей! Виходь, боягузе!"
