"[28E980454034F3834C048EB9DE78FD51]::46CE743A4D118EDF4E75F983DFADB82C","Choose what to do with the lost scarf","Choose what to do with the lost scarf","","","","","","","","","","","","","","","","","","",""
"[28E980454034F3834C048EB9DE78FD51]::BB271612484AEE8085A6B28EA568DDFB","Clayton Darby knows Cristina Popa has lost the scarf her brother gave to her before she fled Romania and came to England. He is convinced the young woman would think better of him if he could find the cherished souvenir and give it back to her.","Clayton Darby knows Cristina Popa has lost the scarf her brother gave to her before she fled Romania and came to England. He is convinced the young woman would think better of him if he could find the cherished souvenir and give it back to her.","","","","","","","","","","","","","","","","","","",""
"[28E980454034F3834C048EB9DE78FD51]::1F18B5AE450A4F7AC3828CB8BC8CFD41","I have found a lost or abandoned scarf with a distinctive Romanian pattern. It is quite beautiful, and I am sure its owner would be glad to get it back.","I have found a lost or abandoned scarf with a distinctive Romanian pattern. It is quite beautiful, and I am sure its owner would be glad to get it back.","","","","","","","","","","","","","","","","","","",""
"[28E980454034F3834C048EB9DE78FD51]::0C3D80C04F21F22BC14D4F91855D1252","Find out to whom the scarf belongs","Find out to whom the scarf belongs","","","","","","","","","","","","","","","","","","",""
"[28E980454034F3834C048EB9DE78FD51]::6C61A35841C8B251661C8387409A6BF3","Give it to Clayton Darby","Give it to Clayton Darby","","","","","","","","","","","","","","","","","","",""
"[28E980454034F3834C048EB9DE78FD51]::BD10EE6D427B7BB59FDDEABDFDF50D8A","Give it to Cristina Popa","Give it to Cristina Popa","","","","","","","","","","","","","","","","","","",""
"[28EF5AEC47E0E53C2B31B7A6D4B08DAF]::38A3799144A612631E68DF9CFD93D1E3","Key of the Ascalon Club's basement","Key of the Ascalon Club's basement","","","","","","","","","","","","","","","","","","",""
"[28EF5AEC47E0E53C2B31B7A6D4B08DAF]::3A418F2A4ED80C0E2E8272B9975A4C97","A strong key with a tag saying Ascalon Club - basement access is for members only""""","A strong key with a tag saying Ascalon Club - basement access is for members only""""","","","","","","","","","","","","","","","","","","",""
"[29A3F10C4B4BB0221C695BB0FAB8CD81]::540FA4D6481A3A0CB87410ABBAE97B39","Execution of John Francis Sparrow<lf><lf>John Francis Sparrow, 21, has been hung this morning in the prison of Pentonville. Mister Sparrow was sentenced to death after being found guilty of the murder of his sister Alexandra Sparrow. Until the end, the man claimed he was innocent. No formal proof of his presence at the crime scene was ever brought to the court, but he has been sentenced to death and executed anyway. Scotland Yard refused to reopen the case despite the many holes in the chains of events, which ended with the death of miss Sparrow. Charles Albright, who conducted the enquiry for Scotland Yard, refused to answer any of our questions, but three weeks ago, he was demoted without any official explanation. What a strange way to reward an efficient enquiry.<lf><lf>Clayton Darby.<lf>","Execution of John Francis Sparrow<lf><lf>John Francis Sparrow, 21, has been hung this morning in the prison of Pentonville. Mister Sparrow was sentenced to death after being found guilty of the murder of his sister Alexandra Sparrow. Until the end, the man claimed he was innocent. No formal proof of his presence at the crime scene was ever brought to the court, but he has been sentenced to death and executed anyway. Scotland Yard refused to reopen the case despite the many holes in the chains of events, which ended with the death of miss Sparrow. Charles Albright, who conducted the enquiry for Scotland Yard, refused to answer any of our questions, but three weeks ago, he was demoted without any official explanation. What a strange way to reward an efficient enquiry.<lf><lf>Clayton Darby.<lf>","","","","","","","","","","","","","","","","","","",""
"[29A3F10C4B4BB0221C695BB0FAB8CD81]::3C6086F2402B1C6EF47990A3EE2E6EC0","An ancient newspaper article about Scotland Yard scandal.","An ancient newspaper article about Scotland Yard scandal.","","","","","","","","","","","","","","","","","","",""
"[29A3F10C4B4BB0221C695BB0FAB8CD81]::3DAD5ABB43A97B91875C9BB93C18AA01","Newspaper article","Газетна стаття","","","","","","","","","","","","","","","","","","",""
"[29A3F10C4B4BB0221C695BB0FAB8CD81]::F277C77146CD84823029FEB951256FA0","Newspaper article","Газетна стаття","","","","","","","","","","","","","","","","","","",""
"[29CA0A7A469AD094C492EAB3057C82DD]::EB64A6FD4FC6C7B14B631B9BBD07443D","Senses","Чуття","","","","","","","","","","","","","","","","","","",""
"[29CA0A7A469AD094C492EAB3057C82DD]::92AC58874DDEFA229B28CAB016E6116C","Toggle to look for citizens","Toggle to look for citizens","","","","","","","","","","","","","","","","","","",""
"[2AB5CA4D4F4A923016083BB98054773A]::300B36A54989F1AB2F14B79F1B12BD56","Your city needs you!<lf>Every life saved by efficient medical aid is a blow struck at the heart of the flu epidemic.<lf>Volunteers make the difference!<lf><lf>Enquire at the nearest appointments office of the Ministry of Labour and National Service or write to: 15 Kingways, London.","Your city needs you!<lf>Every life saved by efficient medical aid is a blow struck at the heart of the flu epidemic.<lf>Volunteers make the difference!<lf><lf>Enquire at the nearest appointments office of the Ministry of Labour and National Service or write to: 15 Kingways, London.","","","","","","","","","","","","","","","","","","",""
"[2AB5CA4D4F4A923016083BB98054773A]::EF87CC324BAABB76BBE77BAA464E5FE6","Your city needs you!","Your city needs you!","","","","","","","","","","","","","","","","","","",""
"[2AC2621C40B522A77AE92698A660CA00]::60F7D40E4A40BDC6A3383F9A92887959","Editor refusal letter","Editor refusal letter","","","","","","","","","","","","","","","","","","",""
"[2AC2621C40B522A77AE92698A660CA00]::D5E156924FEA5E90433A9489E99057A2","Sycophant Publishing Ltd<lf>Lavender Court<lf>Camden St<lf>London<lf><lf>Dear Mr. Nithercott,<lf>Thank you for sending your book of poems, “Songs from the defeated city” which we found as interesting, and profound as we told you the first time we received it. Alas, in the terrible times our country is currently facing, you must understand that such title would be totally inappropriate for any publication. Thus, since you still refuse to change your title and demand the full publication or none of your work, I’m sorry to announce you that Sycophant Publishing chose the second option.  <lf><lf>With kindest regards<lf>A. G. Morris<lf>","Sycophant Publishing Ltd<lf>Lavender Court<lf>Camden St<lf>London<lf><lf>Dear Mr. Nithercott,<lf>Thank you for sending your book of poems, “Songs from the defeated city” which we found as interesting, and profound as we told you the first time we received it. Alas, in the terrible times our country is currently facing, you must understand that such title would be totally inappropriate for any publication. Thus, since you still refuse to change your title and demand the full publication or none of your work, I’m sorry to announce you that Sycophant Publishing chose the second option.  <lf><lf>With kindest regards<lf>A. G. Morris<lf>","","","","","","","","","","","","","","","","","","",""
"[2B752C654BBEF779E258CD840CE79979]::8F31EDFF4CE7FE0A83C51BA6AFDB721A","As a doctor, you can enquiry about the medical status of citizens to discover which disease they suffer and craft the according medicine.","As a doctor, you can enquiry about the medical status of citizens to discover which disease they suffer and craft the according medicine.","","","","","","","","","","","","","","","","","","",""
"[2B752C654BBEF779E258CD840CE79979]::11C5F0FB424A7554D769BA86730053EA","DISEASES","ХВОРОБИ","","","","","","","","","","","","","","","","","","",""
"[2B752C654BBEF779E258CD840CE79979]::06E0FAB2423660C00F2C2797CF5A453E","Press [MenuValidate] to continue","Press [MenuValidate] to continue","","","","","","","","","","","","","","","","","","",""
"[2B8398A34DDBF49F346065B3C0378E7C]::0B891E5C495D6BAC07527E997E853038","Text in Braille","Текст Брайля","","","","","","","","","","","","","","","","","","",""
"[2B8398A34DDBF49F346065B3C0378E7C]::605F627043B6C99E9B232CBAD7923794","An unreadable text written in Braille alphabet, with just the title in Roman alphabet: Cure for blindness""""","An unreadable text written in Braille alphabet, with just the title in Roman alphabet: Cure for blindness""""","","","","","","","","","","","","","","","","","","",""
"[2C4A6C9A4431B389EEB1FE955B578019]::2EA10D1C4EB59F38C91D2C8352348D66","Mission","Місія","","","","","","","","","","","","","","","","","","",""
"[2C952C794BCC62ABD797DBAD6027AE1C]::B49301FA46E67AC7CF8CE5A33664D77C","A photography of a smiling and loving couple with a few words written on the back: “Milton and Nurse Hawkins forever”","A photography of a smiling and loving couple with a few words written on the back: “Milton and Nurse Hawkins forever”","","","","","","","","","","","","","","","","","","",""
"[2C952C794BCC62ABD797DBAD6027AE1C]::6E51ED3C4F8E47F2D787E39986B3C553","A photography of a smiling and loving couple with a few words written on the back: “Milton and Pippa forever”","A photography of a smiling and loving couple with a few words written on the back: “Milton and Pippa forever”","","","","","","","","","","","","","","","","","","",""
"[2C952C794BCC62ABD797DBAD6027AE1C]::1BA7270E47BB31047DD4028FF47A9E7A","Photography in a wallet","Світлина в гаманці","","","","","","","","","","","","","","","","","","",""
"[2C952C794BCC62ABD797DBAD6027AE1C]::CB36FBB4402BD39D1EFC2FB3680C8C52","Photography in a wallet","Світлина в гаманці","","","","","","","","","","","","","","","","","","",""
"[2E09C055491DAEE8BC4E5BAE535AFEBB]::D55CFAD243430E0F7853EF9EF2CA4C46","Brand new key","Brand new key","","","","","","","","","","","","","","","","","","",""
"[2E09C055491DAEE8BC4E5BAE535AFEBB]::5272F87B4483BAE1D48D73AD315C39AD","A recently crafted key with a small tag Evidence Safe""""","A recently crafted key with a small tag Evidence Safe""""","","","","","","","","","","","","","","","","","","",""
"[2E252D1A45DAE21B7355B9AFDA476FCB]::862C97F444DEC7925DE3679EE88CEC64","OFF-HAND weapons can be used by pressing [AVFightOffHandAttack].<cf><cf>They have attacks with special effects and consume [STAMINA Stamina].","OFF-HAND weapons can be used by pressing [AVFightOffHandAttack].<cf><cf>They have attacks with special effects and consume [STAMINA Stamina].","","","","","","","","","","","","","","","","","","",""
"[2E252D1A45DAE21B7355B9AFDA476FCB]::9F73C5F24E257A16FB12A58CD85153DE","Off-hand weapons","Вторинна зброя","","","","","","","","","","","","","","","","","","",""
"[2E48CDE04C1CCB5882BD929104D7D3E7]::E7AFA6ED486E5A947BACDA95DBDB74F2","I can’t stand the pain anymore. It’s like my entire body is breaking apart since that bitch infected me. For days now she keeps hiding in her room, giving orders through little written notes, and only rehearsing at night. I witnessed one of her so-called rehearsals: she walks on stage, angry and hateful, spitting and whining about her fading beauty. The bitch is infected, rotten to the core, and she plans to infect everyone in this place, and then everyone in London. Her next play is not before December and at this time, all the theatre’s employees will be her obedient minions, forced to serve her evil machinations. I’m sure she’s found a way to corrupt our food or the water, since we all started to get ill and change after the meal she arranged for us last Monday.<lf>I want whoever finds this note to know that I only killed myself to escape the living hell that this place has become. May God have mercy on me, and my immortal soul, since I refused to be an accomplice to this devilry?<lf>","I can’t stand the pain anymore. It’s like my entire body is breaking apart since that bitch infected me. For days now she keeps hiding in her room, giving orders through little written notes, and only rehearsing at night. I witnessed one of her so-called rehearsals: she walks on stage, angry and hateful, spitting and whining about her fading beauty. The bitch is infected, rotten to the core, and she plans to infect everyone in this place, and then everyone in London. Her next play is not before December and at this time, all the theatre’s employees will be her obedient minions, forced to serve her evil machinations. I’m sure she’s found a way to corrupt our food or the water, since we all started to get ill and change after the meal she arranged for us last Monday.<lf>I want whoever finds this note to know that I only killed myself to escape the living hell that this place has become. May God have mercy on me, and my immortal soul, since I refused to be an accomplice to this devilry?<lf>","","","","","","","","","","","","","","","","","","",""
"[2E48CDE04C1CCB5882BD929104D7D3E7]::47DFCAC8425364608F272492A86DA53C","Suicide note","Передсмертна записка","","","","","","","","","","","","","","","","","","",""
"[2E48CDE04C1CCB5882BD929104D7D3E7]::4D75260B495BD50CA844BABB87F4BA82","Suicide note","Передсмертна записка","","","","","","","","","","","","","","","","","","",""
"[2E8736C0444C650821D305AE529EE070]::9DF65E2049E61B4F10A1ABA79DCDA594","History and purpose of the Ascalon Club","History and purpose of the Ascalon Club","","","","","","","","","","","","","","","","","","",""
"[2E8736C0444C650821D305AE529EE070]::D8EBD3A74C1CB9B29AA8F9950818417E","History and purpose of the Ascalon Club","History and purpose of the Ascalon Club","","","","","","","","","","","","","","","","","","",""
"[2E8736C0444C650821D305AE529EE070]::9D510C644AFD90DDE2ADFAAE0BBCC27E","The Ascalon Club is an association of gentlemen secretly aiming for the protection of the Crown’s interests. I founded it in 1837, to honour and perpetuate the legacy of my Maker, William Marshal, first Earl of Pembroke and true protector of England.<lf><lf>All the members of the club must be of good extraction and flawless moral fibre. Since the club accepts mortal members – who will be duly observed and valued as proper candidates for immortality – the goal of the club is to impose respectable traditions and behaviours amongst the good vampire society, but also to promote and expand the imperial hegemony of England. We are the true elite of British society. We are Ascalon, the holy lance held by Saint Georges, protector of England, when the saint slew the dragon. As lance bearers ourselves, we vow to defend the Empire’s interests.<lf><lf>From “The law of Ascalon” by Lord Redgrave, founder<lf>","The Ascalon Club is an association of gentlemen secretly aiming for the protection of the Crown’s interests. I founded it in 1837, to honour and perpetuate the legacy of my Maker, William Marshal, first Earl of Pembroke and true protector of England.<lf><lf>All the members of the club must be of good extraction and flawless moral fibre. Since the club accepts mortal members – who will be duly observed and valued as proper candidates for immortality – the goal of the club is to impose respectable traditions and behaviours amongst the good vampire society, but also to promote and expand the imperial hegemony of England. We are the true elite of British society. We are Ascalon, the holy lance held by Saint Georges, protector of England, when the saint slew the dragon. As lance bearers ourselves, we vow to defend the Empire’s interests.<lf><lf>From “The law of Ascalon” by Lord Redgrave, founder<lf>","","","","","","","","","","","","","","","","","","",""
"[2F390034418707E5F2625E97959970DB]::7081719143901FB02BAAD58506B5F641","Temple Garden","Temple Garden","","","","","","","","","","","","","","","","","","",""
"[2FF2191449250B03F66A24B716EF617B]::CA00A30C4177565FC756B48D12D24212","Blood temptation","Blood temptation","","","","","","","","","","","","","","","","","","",""
"[2FF2191449250B03F66A24B716EF617B]::595F90E74B36729DE673BAB78803C6F4","Press [MenuValidate] to [GOLD EMBRACE] Clay Cox or [AVDodgeKeyboard] to [GOLD RELEASE] him. <cf><cf>Embracing Clay will provide a massive XP boost, but be aware that there will be consequences. <cf><cf>Learning more about Citizens and collecting their [HINT HINTS] will increase the experience gained.","Press [MenuValidate] to [GOLD EMBRACE] Clay Cox or [AVDodgeKeyboard] to [GOLD RELEASE] him. <cf><cf>Embracing Clay will provide a massive XP boost, but be aware that there will be consequences. <cf><cf>Learning more about Citizens and collecting their [HINT HINTS] will increase the experience gained.","","","","","","","","","","","","","","","","","","",""
"[2FF2191449250B03F66A24B716EF617B]::F025744F4413FE2EDEDC32A93E19AC8C","Press [MenuValidate] to [GOLD EMBRACE] Clay Cox or [AVToggleRun] to [GOLD RELEASE] him. <cf><cf>Embracing Clay will provide a massive XP boost, but be aware that there will be consequences. <cf><cf>Learning more about Citizens and collecting their [HINT HINTS] will increase the experience gained.","Press [MenuValidate] to [GOLD EMBRACE] Clay Cox or [AVToggleRun] to [GOLD RELEASE] him. <cf><cf>Embracing Clay will provide a massive XP boost, but be aware that there will be consequences. <cf><cf>Learning more about Citizens and collecting their [HINT HINTS] will increase the experience gained.","","","","","","","","","","","","","","","","","","",""
"[2FF2191449250B03F66A24B716EF617B]::F1737C544866E7339B7DC5B44D7D13AB","Press [MenuValidate] to [GOLD EMBRACE] Clay Cox or [AVToggleRun] to [GOLD RELEASE] him. <cf><cf>Embracing Clay will provide a massive XP boost, but be aware that there will be consequences. <cf><cf>Learning more about Citizens and collecting their [HINT HINTS] will increase the experience gained.","Press [MenuValidate] to [GOLD EMBRACE] Clay Cox or [AVToggleRun] to [GOLD RELEASE] him. <cf><cf>Embracing Clay will provide a massive XP boost, but be aware that there will be consequences. <cf><cf>Learning more about Citizens and collecting their [HINT HINTS] will increase the experience gained.","","","","","","","","","","","","","","","","","","",""
"[309EC2C1455F24125B5F16874362C121]::1DD7744542541FE40A588992165DC5BD","Stonebridge Sewers","Stonebridge Sewers","","","","","","","","","","","","","","","","","","",""
"[30A553584ADD4AE8F83889A54B7820E5]::05EA1735412E0D660A4E76BA86A3E89E","Of all the evil and foul Skals I ever had to fight, the Ichor – or Ikor - may be the worst. Not because of its fighting prowess – even if its remains a powerful and dangerous opponent –, not because of its superior wit or cunning plans – an Ichor is quite blunt and straightforward in his actions and objectives: spread diseases, contagions and epidemics whenever and wherever it can. <lf><lf>An Ichor is the incarnation of viruses and infections. Wherever it goes, sicknesses appear and quickly spread. It is like it only walks this Earth to generate plagues and epidemics, as if its skin itself diffuses sickness. Ichors are clever, sneaky, malevolent and ferocious, capable of enduring many wounds. To spoil a water tank, a granary or a banquet: this is the kind of things an Ichor would enjoy to do, in order to please its putrid and perverse nature. They are so rare that we do not know anything about them. <lf><lf>The lazy Brotherhood believes that they should not be considered vampires, or Skals, but as something else. All I know is this: an Ichor must be destroyed by all means necessary as soon as it is spotted.<lf><lf>From “Know your enemies” by Carl Eldritch, Priwen leader<lf>","Of all the evil and foul Skals I ever had to fight, the Ichor – or Ikor - may be the worst. Not because of its fighting prowess – even if its remains a powerful and dangerous opponent –, not because of its superior wit or cunning plans – an Ichor is quite blunt and straightforward in his actions and objectives: spread diseases, contagions and epidemics whenever and wherever it can. <lf><lf>An Ichor is the incarnation of viruses and infections. Wherever it goes, sicknesses appear and quickly spread. It is like it only walks this Earth to generate plagues and epidemics, as if its skin itself diffuses sickness. Ichors are clever, sneaky, malevolent and ferocious, capable of enduring many wounds. To spoil a water tank, a granary or a banquet: this is the kind of things an Ichor would enjoy to do, in order to please its putrid and perverse nature. They are so rare that we do not know anything about them. <lf><lf>The lazy Brotherhood believes that they should not be considered vampires, or Skals, but as something else. All I know is this: an Ichor must be destroyed by all means necessary as soon as it is spotted.<lf><lf>From “Know your enemies” by Carl Eldritch, Priwen leader<lf>","","","","","","","","","","","","","","","","","","",""
"[30A553584ADD4AE8F83889A54B7820E5]::0389CF564AD246CE3B412FBA2A2B7C5D","The Ichor’s threat","The Ichor’s threat","","","","","","","","","","","","","","","","","","",""
"[30A553584ADD4AE8F83889A54B7820E5]::A68593E74CAA469F1A81EFB2D2224A6A","The Ichor’s threat","The Ichor’s threat","","","","","","","","","","","","","","","","","","",""
"[3231379D44C8F8FF90260B95C3708D71]::D8B7E2864993181BE0ABCB81EC68B8F9","A recent contract concerning improvement concerning the castle crypt.","A recent contract concerning improvement concerning the castle crypt.","","","","","","","","","","","","","","","","","","",""
"[3231379D44C8F8FF90260B95C3708D71]::BE7BEC4747F5D77C175B03A213A3FC4A","Inverness, 18 April 1907<lf><lf>Dear Lady Ashbury,<lf>I write to confirm that my men will be at your castle next Monday to begin the new work on the crypt and its access. The plans have been approved, and I’ll personally be on site to supervise the installation of the locks and security measures you have requested.<lf>I also can assure you that my men have been briefed about never entering the crypt itself, or the second floor of the castle.<lf>I must say I’m proud to continue and enhance the work started by my great-grandfather when employed by your ancestor in 1795. <lf>Very sincerely,<lf>Angus McAllister","Inverness, 18 April 1907<lf><lf>Dear Lady Ashbury,<lf>I write to confirm that my men will be at your castle next Monday to begin the new work on the crypt and its access. The plans have been approved, and I’ll personally be on site to supervise the installation of the locks and security measures you have requested.<lf>I also can assure you that my men have been briefed about never entering the crypt itself, or the second floor of the castle.<lf>I must say I’m proud to continue and enhance the work started by my great-grandfather when employed by your ancestor in 1795. <lf>Very sincerely,<lf>Angus McAllister","","","","","","","","","","","","","","","","","","",""
"[3231379D44C8F8FF90260B95C3708D71]::2FBF3D544700E684D82D3F840386F0DF","Recent contract","Recent contract","","","","","","","","","","","","","","","","","","",""
"[3231379D44C8F8FF90260B95C3708D71]::49AFA346452B02AFEDA9BA8C9E7993CE","Recent contract","Recent contract","","","","","","","","","","","","","","","","","","",""
"[328C32C34E079F73086A8A9F3FFDC3BD]::60E0DA4841AB0324AB9AB7BAA9057747","Portrait of Doctor Jonathan Reid by Elisabeth Ashbury, 1918","Portrait of Doctor Jonathan Reid by Elisabeth Ashbury, 1918","","","","","","","","","","","","","","","","","","",""
"[328C32C34E079F73086A8A9F3FFDC3BD]::173FA8904BC811C85A16ECBBE308B800","Recent painting","Recent painting","","","","","","","","","","","","","","","","","","",""
"[3416062A4FAEB8C1A3F91EA9AE5AECB1]::982B8DDB4BB011BF6F52E8B8495C2C5E","Pickup","Підібрати","","","","","","","","","","","","","","","","","","",""
"[3416062A4FAEB8C1A3F91EA9AE5AECB1]::CD9DAE0D4BE97846D2C8CAB8074B811A","Read","Читати","","","","","","","","","","","","","","","","","","",""
"[34BCB538450DCBA41A35E3804E4AD0C0]::45BD5AAB4FBF6FC424CA9492F1692A41","Dying Patient","Присмертний пацієнт","","","","","","","","","","","","","","","","","","",""
"[34D39EF845CCDD7053E44DBF99D26D1A]::D67267A74A97658A7268D6A73AA52578","Charles","Чарльз","","","","","","","","","","","","","","","","","","",""
"[34D39EF845CCDD7053E44DBF99D26D1A]::4123E2374C36A517E179DF915272C345","Eavesdrop","Eavesdrop","","","","","","","","","","","","","","","","","","",""
"[34D39EF845CCDD7053E44DBF99D26D1A]::3B869AC5423133BFC45064963B9E9CEB","Investigate Citizen's actions","Розслідуйте дії містян","","","","","","","","","","","","","","","","","","",""
"[34D39EF845CCDD7053E44DBF99D26D1A]::8FEB57AF43DD3900D0F7359E3713EB64","Investigate Citizen's actions","Розслідуйте дії містян","","","","","","","","","","","","","","","","","","",""
"[34D39EF845CCDD7053E44DBF99D26D1A]::E833827C4A7BE5248B8F0F95A3C57C46","Investigate Citizen's actions","Розслідуйте дії містян","","","","","","","","","","","","","","","","","","",""
"[3559EC6B42481F17ECACDFB1A95C821E]::860EBF634CD3D20417D30985547FB883","The Sewer Skals Territory","The Sewer Skals Territory","","","","","","","","","","","","","","","","","","",""
"[355D7D9B4654CC882C5608947F90B8A8]::18E88FD04FEE6F4F6C9A22B9C7D3C43B","The Man Who Was Dead""","The Man Who Was Dead"""," Archer Noel and Simon Bells.<lf><lf>Opens March 14th to May 18th 1913.<lf>New Venus Theater","<lf>Whiteacre Street"," London.""","","","","","","","","","","","","","","","",""
"[355D7D9B4654CC882C5608947F90B8A8]::652AC8044666764F5C4DD488BC805C8C","The Man Who Was Dead","The Man Who Was Dead","","","","","","","","","","","","","","","","","","",""
"[35A6335B40D8241CE87A459AD8D2AF5F]::C0CC0E1F4090AB19B3E945863F07C0BD","(…) They observe me. I can feel their eyes on me each time I walk nearby the temporary morgue. Are they observing the dead? Well, after all, am I not a corpse myself? Maybe I should hide in the shadows, run like a rat, or fly like a bat when I roam for the blood necessary for my rejuvenation? <lf>No… I may be a creature of the night, but I won’t sneak like a rodent. And if they dare to face me, I’ll show them what Thelma Howcroft, mistress of the night, can do to puny mortals. (…)","(…) They observe me. I can feel their eyes on me each time I walk nearby the temporary morgue. Are they observing the dead? Well, after all, am I not a corpse myself? Maybe I should hide in the shadows, run like a rat, or fly like a bat when I roam for the blood necessary for my rejuvenation? <lf>No… I may be a creature of the night, but I won’t sneak like a rodent. And if they dare to face me, I’ll show them what Thelma Howcroft, mistress of the night, can do to puny mortals. (…)","","","","","","","","","","","","","","","","","","",""
"[35A6335B40D8241CE87A459AD8D2AF5F]::14F60D9343E6662C170EFA8E6F0FF296","A small diary with a black cover. All the pages are written with blood","A small diary with a black cover. All the pages are written with blood","","","","","","","","","","","","","","","","","","",""
"[35A6335B40D8241CE87A459AD8D2AF5F]::32F7F18D43323D4B1F54CD9E1D76D43C","Blood written black diary","Blood written black diary","","","","","","","","","","","","","","","","","","",""
"[35A6335B40D8241CE87A459AD8D2AF5F]::B97B589F4CC5EB9BCCF55EA9943F93A5","Blood written black diary","Blood written black diary","","","","","","","","","","","","","","","","","","",""
"[3650D1014F120A102554469FF0827E8A]::AF818A96482AC4D809001DA5F572BB4C","Temple Church","Temple Church","","","","","","","","","","","","","","","","","","",""
"[3703528949180071A7114AAA6C51B261]::E0AEB4B347EC1D867A850CB6D260B150","A typewritten note sent to Doctor Swansea","A typewritten note sent to Doctor Swansea","","","","","","","","","","","","","","","","","","",""
"[3703528949180071A7114AAA6C51B261]::426EC89944BC11C685AFE599AABAA92B","Note to Dr. Swansea","Note to Dr. Swansea","","","","","","","","","","","","","","","","","","",""
"[3703528949180071A7114AAA6C51B261]::FD0C1C8E4B1C2903B4D763BD3F0C031B","Note to Dr. Swansea","Note to Dr. Swansea","","","","","","","","","","","","","","","","","","",""
"[3703528949180071A7114AAA6C51B261]::FB5828FF4268BD563AABFCA9BA96F0C4","Pembroke Hospital, 23rd October <lf><lf>Dear Edgar,<lf>This note is not for the Pembroke administrator, but for my old friend. Since our short discussion two days ago, concerning the possible promotion of the esteemed, Waverley Ackroyd as the new chief surgeon at Pembroke, I have finally concluded that it wouldn’t currently be in the best interests of the facility.<lf>Don’t misunderstand me here: I’m convinced that Ackroyd is a very competent physician. I may even admit that he deserves a promotion, but not now. Not while we all struggle to keep the epidemic at bay. <lf>For now, we need a clear hierarchical organization, and we must avoid the inevitable frustrated egos caused by such a promotion. We need an obeying and dedicated army. If I may even add, this is also a good test of character. I sometimes think Dr. Ackroyd is a little bit too proud, a little bit too eager to be promoted. To face a refusal may be a good way of finding how he deals with frustration. You wanted my opinion; well there you have it. I’d be ready to discuss these points directly with our colleague, if he ever wanted me to justify my position on his promotion.<lf><lf>Always sincerely,<lf>Corcoran Tippets","Pembroke Hospital, 23rd October <lf><lf>Dear Edgar,<lf>This note is not for the Pembroke administrator, but for my old friend. Since our short discussion two days ago, concerning the possible promotion of the esteemed, Waverley Ackroyd as the new chief surgeon at Pembroke, I have finally concluded that it wouldn’t currently be in the best interests of the facility.<lf>Don’t misunderstand me here: I’m convinced that Ackroyd is a very competent physician. I may even admit that he deserves a promotion, but not now. Not while we all struggle to keep the epidemic at bay. <lf>For now, we need a clear hierarchical organization, and we must avoid the inevitable frustrated egos caused by such a promotion. We need an obeying and dedicated army. If I may even add, this is also a good test of character. I sometimes think Dr. Ackroyd is a little bit too proud, a little bit too eager to be promoted. To face a refusal may be a good way of finding how he deals with frustration. You wanted my opinion; well there you have it. I’d be ready to discuss these points directly with our colleague, if he ever wanted me to justify my position on his promotion.<lf><lf>Always sincerely,<lf>Corcoran Tippets","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::3FD5509341DBA68189ACCC91A740075E","Confront the man on the second floor of the Turquoise Turtle","Зустріньтеся з чоловіком на другому поверсі «Бірюзової черепахи»","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::BAD9C16C4BDB95862AB254AAF58E94FB","Confront the man on the second floor of the Turquoise Turtle","Зустріньтеся з чоловіком на другому поверсі «Бірюзової черепахи»","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::95A1D6974F362C3A44D6B69153CA74F2","Follow the blood trail from the pier","Ідіть за кривавим слідом з пірса","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::BFC1DAF548EE3D83C04DABA39BE1C06F","Follow the blood trail from the pier","Ідіть за кривавим слідом з пірса","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::AF7DB7864BFC36959F0071AA1D09B654","Follow the killer's trail","Йдіть по сліду вбивці","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::D560B09544EA34BFC97ACC990FF154DC","Follow the killer's trail","Йдіть по сліду вбивці","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::536B851649EF43DE8467989CA734CA11","Inspect the boats","Огляньте човни","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::9EA336324C4B6A1FE20D2BB5A8BF8F8A","Inspect the boats","Огляньте човни","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::0DCF809D46FE3B381E98B4911B6D4B18","Interrogate the locals","Допитайте місцевих","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::49E0D637425E8557027B1E875978A6ED","Interrogate the locals","Допитайте місцевих","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::11CA73F04DE1C4999FE28081DC727149","Investigator_Range","Investigator_Range","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::303A6D87427DA6853677FAA2C59C208F","Speak with the locals","Поговоріть з місцевими","","","","","","","","","","","","","","","","","","",""
"[37E09B974885385684DF6FB9193D9AB4]::37D6DAF9466D8AE32E7622B45F0A6E30","Speak with the locals","Поговоріть з місцевими","","","","","","","","","","","","","","","","","","",""
