"[0851A96E485A5C45EA003DA3892D11A4]::5C9EB2C6453D0FEFBDC2988D4DD0BD0E","Usher is suspected to be a vampire by the Guard of Priwen.","Usher is suspected to be a vampire by the Guard of Priwen.","","","","","",""
"[0851A96E485A5C45EA003DA3892D11A4]::C22C581B49213D80A6F4F88B9FA95EB3","Usher Talltree, 45 years old(?), male. The man who seemingly knew everything and told no one. When I claimed his life, he granted what memories he wished. Yet, I cannot know whether what I found was the truth or a vision he wanted to share with me. Was he human? Unlikely. Vampire, maybe, but from a rare species or branch. He acted as a fortune-teller, but held powers bestowed upon the leader of the Brotherhood of Saint-Paul's Stole, a group of so-called neutral observers who study vampires. However, Mr. Talltree relied too much upon the untouchable reputation of his Brotherhood. He could not foresee my attack, even less his death.  His last thoughts sounded like a judgment.","Usher Talltree, 45 years old(?), male. The man who seemingly knew everything and told no one. When I claimed his life, he granted what memories he wished. Yet, I cannot know whether what I found was the truth or a vision he wanted to share with me. Was he human? Unlikely. Vampire, maybe, but from a rare species or branch. He acted as a fortune-teller, but held powers bestowed upon the leader of the Brotherhood of Saint-Paul's Stole, a group of so-called neutral observers who study vampires. However, Mr. Talltree relied too much upon the untouchable reputation of his Brotherhood. He could not foresee my attack, even less his death.  His last thoughts sounded like a judgment.","","","","","",""
"[096C9E484E6B912694CB19B51084D94F]::A8AE8BA6481734E1DBB9339C9D5F6C3A","Seymour Fishburn","Seymour Fishburn","","","","","",""
"[096C9E484E6B912694CB19B51084D94F]::9B1E6DB2400063730358239462AC3649","Seymour Fishburn, 28 years old, male. Another kind of murderer, Mr. Fishburn, son of Stella Fishburn, was inhabited by what he called, ‘his demons’. An unquenchable anger that could only be sated by the death of others - preferably at his hands. He hid his obsession from his mother for years, until the weight became too much to bear and he confessed. Stella kept silent about her son’s madness, but the revelation drove them apart, and although Mr. Fishburn killed less, he never found the strength to put an end to his antics. The arrival of the orphan, Rufus in their home put Mr. Fishburn on edge, and sparked several violent outbursts. Rather than hate, it was fear that dominated his last thoughts. In the end, Mr. Fishburn understood what’s it like to be murdered by an implacable stranger.","Seymour Fishburn, 28 years old, male. Another kind of murderer, Mr. Fishburn, son of Stella Fishburn, was inhabited by what he called, ‘his demons’. An unquenchable anger that could only be sated by the death of others - preferably at his hands. He hid his obsession from his mother for years, until the weight became too much to bear and he confessed. Stella kept silent about her son’s madness, but the revelation drove them apart, and although Mr. Fishburn killed less, he never found the strength to put an end to his antics. The arrival of the orphan, Rufus in their home put Mr. Fishburn on edge, and sparked several violent outbursts. Rather than hate, it was fear that dominated his last thoughts. In the end, Mr. Fishburn understood what’s it like to be murdered by an implacable stranger.","","","","","",""
"[096C9E484E6B912694CB19B51084D94F]::214E63B5425146D343319AB4E50C9000","Seymour is a habitual murderer.","Seymour is a habitual murderer.","","","","","",""
"[096C9E484E6B912694CB19B51084D94F]::654F8C3E444A035B949A23B480DB2EE1","Seymour is jealous of his mother's attention for Rufus Kingsberry.","Seymour is jealous of his mother's attention for Rufus Kingsberry.","","","","","",""
"[096C9E484E6B912694CB19B51084D94F]::998697194B9E27F3977F489C96B57E98","Seymour's aggressive nature seems contained by his mother.","Seymour's aggressive nature seems contained by his mother.","","","","","",""
"[0C7C2EDA4FE774E7D7423F8B8FAD57BA]::81FD9D5246199DC7AF964EA2C5B6FF2D","Kimura","Кімура","","","","","",""
"[0C7C2EDA4FE774E7D7423F8B8FAD57BA]::2173FB74473491ECC7943393F417BFB1","Kimura Tadao","Кімура Тадао","","","","","",""
"[0C7C2EDA4FE774E7D7423F8B8FAD57BA]::5EFCB7384E0148A0E3D820BC3A1B65D6","Kimura Tadao, 48 years old, male. Of Japanese descent, but born in Weymouth.  Mr. Kimura left his wife and son when their constant nagging about their situation became too much for him. His philosophy on life was simple, if you see an advantage take it. He made a fortune as a landlord following this principle, yet Mr. Kimura met his demise by ignoring his own rules. He had an interest in astronomy, for fun, not profit. This led him to meet a crazed vampire with a passion for blood rituals. Had I not crossed their path, he would have died as a sacrifice. He met his end anyway, but at least his life was not wasted over some sectarian nonsense. As I killed him he ignored that irony, and simply wished to see his family again.","Kimura Tadao, 48 years old, male. Of Japanese descent, but born in Weymouth.  Mr. Kimura left his wife and son when their constant nagging about their situation became too much for him. His philosophy on life was simple, if you see an advantage take it. He made a fortune as a landlord following this principle, yet Mr. Kimura met his demise by ignoring his own rules. He had an interest in astronomy, for fun, not profit. This led him to meet a crazed vampire with a passion for blood rituals. Had I not crossed their path, he would have died as a sacrifice. He met his end anyway, but at least his life was not wasted over some sectarian nonsense. As I killed him he ignored that irony, and simply wished to see his family again.","","","","","",""
"[0C7C2EDA4FE774E7D7423F8B8FAD57BA]::EDF08AA24CF8FEC13F629589C32DE995","Tadao has been captured by a vampire who had discovered his passion for astronomy","Tadao has been captured by a vampire who had discovered his passion for astronomy","","","","","",""
"[0C7C2EDA4FE774E7D7423F8B8FAD57BA]::F1BD485745643A8466ED12AF45E92C9B","Tadao is a rich landlord who is nostalgic about his hometown.","Tadao is a rich landlord who is nostalgic about his hometown.","","","","","",""
"[0C7C2EDA4FE774E7D7423F8B8FAD57BA]::2576C1CC49901C26495988BF02B64BDA","Tadao has left his family, and has not seen his son for years.","Tadao has left his family, and has not seen his son for years.","","","","","",""
"[0C7C2EDA4FE774E7D7423F8B8FAD57BA]::40E504C9491918743B6164AF7E777F99","Tadao has decided to fight against vampires after what happened to him.","Tadao has decided to fight against vampires after what happened to him.","","","","","",""
"[0F4B411C41169D358C61CAB24736A7E3]::5771058A457EF67AA197D3A06F0C8925","Stella Fishburn","Stella Fishburn","","","","","",""
"[0F4B411C41169D358C61CAB24736A7E3]::F7E3C01C48CF63D600BB35918FDD5972","Stella Fishburn, 58 years old, female. It was difficult to perceive memories of Mrs. Fishburn’s life before she had her son, Seymour. Her existence revolved around him. Because of her protective nature, she unknowingly condoned Seymour’s destructive nature and failed to notice the split in his personality. That is until one night when her son admitted to having killed several innocents, strangers and friends alike during fits of uncontrolled anger. Unable to decide between embracing his flaws and turning him in, Mrs. Fishburn kept a close watch on her son. That distrust might have been the reason for her recent attachment to the orphan, Rufus Kingsberry. It is unclear whether Rufus was a token reminder of the young and more innocent Seymour, or if Stella genuinely saw the boy for whom he was.","Stella Fishburn, 58 years old, female. It was difficult to perceive memories of Mrs. Fishburn’s life before she had her son, Seymour. Her existence revolved around him. Because of her protective nature, she unknowingly condoned Seymour’s destructive nature and failed to notice the split in his personality. That is until one night when her son admitted to having killed several innocents, strangers and friends alike during fits of uncontrolled anger. Unable to decide between embracing his flaws and turning him in, Mrs. Fishburn kept a close watch on her son. That distrust might have been the reason for her recent attachment to the orphan, Rufus Kingsberry. It is unclear whether Rufus was a token reminder of the young and more innocent Seymour, or if Stella genuinely saw the boy for whom he was.","","","","","",""
"[0F4B411C41169D358C61CAB24736A7E3]::CDEDB41B4F2E1D3931240098367714BB","Stella is like a mother to Rufus Kingsberry.","Stella is like a mother to Rufus Kingsberry.","","","","","",""
"[0F4B411C41169D358C61CAB24736A7E3]::51D85DCF4AF0288A878A4FB2B1E9381E","Stella refuses to send her son Seymour to his death by denouncing him.","Stella refuses to send her son Seymour to his death by denouncing him.","","","","","",""
"[0F4B411C41169D358C61CAB24736A7E3]::243F63C641974DB332778D8B4ADB32AF","Stella seems able to contain her son Seymour's aggressive nature.","Stella seems able to contain her son Seymour's aggressive nature.","","","","","",""
"[0F4B411C41169D358C61CAB24736A7E3]::E194666C49FCA616BE580590CCEDF881","Stella's attention for Rufus Kingsberry exacerbates her son Seymour's jealousy.","Stella's attention for Rufus Kingsberry exacerbates her son Seymour's jealousy.","","","","","",""
"[141AF2A64E0E91DE3A2F4AB4FCAB87E1]::4978E4CF44B0564C404F52BE8C827443","Razvan","Разван","","","","","",""
"[141AF2A64E0E91DE3A2F4AB4FCAB87E1]::7DB525224261E47FD13C4585F0B6E0C7","Razvan Vasile","Razvan Vasile","","","","","",""
"[143DFAD54C03AFC904796F9E2BB068B2]::0E24467D41ECF107E9796C9675B82741","Unknown Voice","Невідомий голос","","","","","",""
"[154843284D127DAE3F40A6B5A05A5C94]::C5AD9AD244E2843DC85E87B9C59338C0","Booth Digby, 34 years old, male. A smuggler who rose through the ranks of the Wet Boot Boys thanks to his relationship with Edwina Cox, wife of the gang’s leader. Booth was deeply in love with her and was a willing subject to her whims. He murdered Jack Gillingham at her command without even a second thought. Mr. Digby was a pragmatic man with great concern for his safety, and he tried to leave the Wet Boot Boys for a more secure job. He failed to persuade Edwina to follow him, and ended up staying in the gang in case she left him. He was among the few who could sense the wicked changes in London and was convinced of the presence of supernatural creatures. Unsurprisingly, he couldn’t convince anyone of their existence. He died filled with self-pity and disdain for his own weakness. His final words were for Edwina.","Booth Digby, 34 years old, male. A smuggler who rose through the ranks of the Wet Boot Boys thanks to his relationship with Edwina Cox, wife of the gang’s leader. Booth was deeply in love with her and was a willing subject to her whims. He murdered Jack Gillingham at her command without even a second thought. Mr. Digby was a pragmatic man with great concern for his safety, and he tried to leave the Wet Boot Boys for a more secure job. He failed to persuade Edwina to follow him, and ended up staying in the gang in case she left him. He was among the few who could sense the wicked changes in London and was convinced of the presence of supernatural creatures. Unsurprisingly, he couldn’t convince anyone of their existence. He died filled with self-pity and disdain for his own weakness. His final words were for Edwina.","","","","","",""
"[154843284D127DAE3F40A6B5A05A5C94]::FD28F5614E29D00C63D0A981FABB3308","Booth believes in supernatural creatures, and events.","Booth believes in supernatural creatures, and events.","","","","","",""
"[154843284D127DAE3F40A6B5A05A5C94]::291B918D491101CCDA3A0797BDA8559A","Booth and Edwina Cox have recently killed a man in retaliation.","Буз та Едвіна Кокс нещодавно вбили чоловіка в помсті.","","","","","",""
"[154843284D127DAE3F40A6B5A05A5C94]::F21D3DF84AD47BF4C74C77BDA91593A2","Booth may be in love with Edwina Cox, but she is the true leader of the gang.","Booth may be in love with Edwina Cox, but she is the true leader of the gang.","","","","","",""
"[154843284D127DAE3F40A6B5A05A5C94]::50A1094042880741EC5F60B7F5D6854A","Booth has already tried to find a job, so he could quit the Wet Boot Boys.","Booth has already tried to find a job, so he could quit the Wet Boot Boys.","","","","","",""
"[2578BD1E4E0C01217E29ABB50A92CB88]::B3915525426CB25FF5C2E2934A5EBE89","Thomas Elwood, 28 years old, male. Mr. Elwood was a veteran who returned from the front with a face so disfigured he was unrecognizable even to his loved ones. He initially came to Pembroke to get his wounds treated, but never left the hospital. Mr. Elwood stayed in a contemplative state until another of the long-term patients visited him. His guest was Thelma Howcroft, a mentally disturbed patient who believed she possessed the immortal body of a vampire, along with the blood thirst that accompanied her delusion. Mr. Elwood saw her as a welcome distraction as she didn't care about his appearance. He played along with her mimicry, and even let her drink his blood. He was much less willing when it came to giving himself to a real vampire.","Thomas Elwood, 28 years old, male. Mr. Elwood was a veteran who returned from the front with a face so disfigured he was unrecognizable even to his loved ones. He initially came to Pembroke to get his wounds treated, but never left the hospital. Mr. Elwood stayed in a contemplative state until another of the long-term patients visited him. His guest was Thelma Howcroft, a mentally disturbed patient who believed she possessed the immortal body of a vampire, along with the blood thirst that accompanied her delusion. Mr. Elwood saw her as a welcome distraction as she didn't care about his appearance. He played along with her mimicry, and even let her drink his blood. He was much less willing when it came to giving himself to a real vampire.","","","","","",""
"[2578BD1E4E0C01217E29ABB50A92CB88]::D669720641F2AA72CF5E30A4C47467A7","Thomas feels responsible for his disfiguration during the war.","Thomas feels responsible for his disfiguration during the war.","","","","","",""
"[2578BD1E4E0C01217E29ABB50A92CB88]::2BBA734E457EE07F4B1AE69AC74ADCDA","Thomas feels too ashamed by his injury to see his family.","Thomas feels too ashamed by his injury to see his family.","","","","","",""
"[2578BD1E4E0C01217E29ABB50A92CB88]::C9DFCA5344F71D534293B2AB7F1AF436","Thomas sees Thelma Howcroft as living proof that there is hope for him.","Thomas sees Thelma Howcroft as living proof that there is hope for him.","","","","","",""
"[2A24EE024EDD7469AE51B5B9D4E22034]::A7174D2D4075AB6FD0A865B88D33228B","Loretta Swanborough, 30 years old, female. An unwilling charlatan, Ms. Swanborough was deeply attached to her brother, Mason, and spent her entire existence by his side. Such a proximity sparked disagreements of a larger magnitude than usual siblings' fights, and during one especially terrible argument she pushed her brother. He fell on a bench, striking his head, and consequentially losing his sight. Since then she made it her mission to give to her brother a new purpose in life. Using his talents as a chemist, Mr. Swanborough devised a remedy that his sister would sell as the perfect panacea for anyone touched by the flu. Ms. Swanborough persuaded herself that the hope provided by the elixir was worth the duplicity she contributed to. She died as blind as she had lived, begging for her brother.","Loretta Swanborough, 30 years old, female. An unwilling charlatan, Ms. Swanborough was deeply attached to her brother, Mason, and spent her entire existence by his side. Such a proximity sparked disagreements of a larger magnitude than usual siblings' fights, and during one especially terrible argument she pushed her brother. He fell on a bench, striking his head, and consequentially losing his sight. Since then she made it her mission to give to her brother a new purpose in life. Using his talents as a chemist, Mr. Swanborough devised a remedy that his sister would sell as the perfect panacea for anyone touched by the flu. Ms. Swanborough persuaded herself that the hope provided by the elixir was worth the duplicity she contributed to. She died as blind as she had lived, begging for her brother.","","","","","",""
"[3669072D464137CD90505EBF297CB447]::3A57ABC345F46F2F89BAD58CA20F6480","Rufus Kingsberry, 18 years old, male. This young orphan lived an existence of hardship and setbacks that earned him the inglorious nickname of, ‘Rufus the Curse’. He witnessed the murder of his parents, suppressing his memories of the event, and clinging to the idea that a family would be there for him somewhere. His first makeshift sibling was a rat whose family had been decimated - a sore reminder of Mr. Kingsberry’s own situation. He recently found a mother in Stella Fishburn, who selflessly took him in despite already having to take care of her bad-tempered son, Seymour. Faced with the disturbing mood swings of Seymour and the disdain of the other Docks inhabitants, Rufus progressively persuaded himself that his nickname somehow held a prophetic nature. His last thoughts were quiet as he contemplated his miserable fate.","Rufus Kingsberry, 18 years old, male. This young orphan lived an existence of hardship and setbacks that earned him the inglorious nickname of, ‘Rufus the Curse’. He witnessed the murder of his parents, suppressing his memories of the event, and clinging to the idea that a family would be there for him somewhere. His first makeshift sibling was a rat whose family had been decimated - a sore reminder of Mr. Kingsberry’s own situation. He recently found a mother in Stella Fishburn, who selflessly took him in despite already having to take care of her bad-tempered son, Seymour. Faced with the disturbing mood swings of Seymour and the disdain of the other Docks inhabitants, Rufus progressively persuaded himself that his nickname somehow held a prophetic nature. His last thoughts were quiet as he contemplated his miserable fate.","","","","","",""
"[3669072D464137CD90505EBF297CB447]::484C3B1F46B6AB081ED0BB9990E913DE","Rufus feels threatened by Seymour Fishburn's behavior.","Rufus feels threatened by Seymour Fishburn's behavior.","","","","","",""
"[3669072D464137CD90505EBF297CB447]::550E6CC64A7D714BC30A449A4D59BD0D","Rufus sole friend is a rat.","Rufus sole friend is a rat.","","","","","",""
"[3669072D464137CD90505EBF297CB447]::3043B9944900CD2BFBC25AA08E0F601D","Rufus views Stella Fishburn as a mother.","Rufus views Stella Fishburn as a mother.","","","","","",""
"[3669072D464137CD90505EBF297CB447]::081205534806EC000EAE7C9E83ADBC8A","Rufus's parents died when he was a child.","Rufus's parents died when he was a child.","","","","","",""
"[370C047444B8BBDC0D6C70A034D482DF]::4F7C2B554DE4D671C885668AABB683FA","Milton Hooks, 34 years old, man. Mr. Hooks was an ambulance driver at Pembroke Hospital. A man confronted by London's misery once too often, decided to play the cards he was dealt for personal benefit. While duty required he collect all patients, he made some pay for passage. Mr. Hooks was aware of the trial he put the patients through, but believed that his system would both alleviate the work of our doctors, and earn him enough money to finally leave this hellish city. The nurse, Pippa Hawkins was engaged in a relationship with him, and protected his scheme. She was the only person he judged worthy of his esteem, as colleagues and superiors - such as I - cared little for Mr. Hooks' unnerving frankness. To be honest, I doubt he would have acted any different had he known the menace of my true nature.","Milton Hooks, 34 years old, man. Mr. Hooks was an ambulance driver at Pembroke Hospital. A man confronted by London's misery once too often, decided to play the cards he was dealt for personal benefit. While duty required he collect all patients, he made some pay for passage. Mr. Hooks was aware of the trial he put the patients through, but believed that his system would both alleviate the work of our doctors, and earn him enough money to finally leave this hellish city. The nurse, Pippa Hawkins was engaged in a relationship with him, and protected his scheme. She was the only person he judged worthy of his esteem, as colleagues and superiors - such as I - cared little for Mr. Hooks' unnerving frankness. To be honest, I doubt he would have acted any different had he known the menace of my true nature.","","","","","",""
"[370C047444B8BBDC0D6C70A034D482DF]::55D593C24C3D5E075690D4AF9678DAAD","Milton runs rackets on some of the Pembroke's patients.","Milton runs rackets on some of the Pembroke's patients.","","","","","",""
"[370C047444B8BBDC0D6C70A034D482DF]::28386AC54C5254CB93CE5FB53ED74E17","Milton's reputation is mediocre among his colleagues.","Milton's reputation is mediocre among his colleagues.","","","","","",""
"[370C047444B8BBDC0D6C70A034D482DF]::7875DC7E4E2C5F9AE90BCFABEFFC8365","Milton and Nurse Hawkins are a couple.","Milton and Nurse Hawkins are a couple.","","","","","",""
"[373E1F914295270B7F55D8B547972AB2]::EEB60BEC41A91A9BF77A39AE120E10C7","Lady Ashbury","Lady Ashbury","","","","","",""
"[3A10871F48A72DEBB728489DAD4606FC]::4097D7AA46E24836BEC8238DC7B26B61","Sabrina Cavendish","Сабріна Кевендіш","","","","","",""
"[3A10871F48A72DEBB728489DAD4606FC]::1F54D0CB427E0C5475BE31B8509416C4","Sabrina Cavendish, 30 years old, female. A Scottish immigrant of Indian ancestry, Ms. Cavendish displayed a remarkable ability to keep her pride intact at all costs. This catalysed her anger and shame from the insults and assaults she lived through. Tom Watts, owner of the Turquoise Turtle, took her in as a waitress and accepted to teach her how to use a firearm after a client molested her. Ms. Cavendish was left with a consuming desire for revenge on her attacker. She often considered hunting down her assailant herself, since relatives and authorities shared the same apathetic desire for justice. Despite her knowledge of Mr. Watts’s past, Ms. Cavendish chose to nurture a silent affection for him. Her last thoughts were a mixture of hatred for me, and love for him. It seems neither feeling could overshadow the other.","Sabrina Cavendish, 30 years old, female. A Scottish immigrant of Indian ancestry, Ms. Cavendish displayed a remarkable ability to keep her pride intact at all costs. This catalysed her anger and shame from the insults and assaults she lived through. Tom Watts, owner of the Turquoise Turtle, took her in as a waitress and accepted to teach her how to use a firearm after a client molested her. Ms. Cavendish was left with a consuming desire for revenge on her attacker. She often considered hunting down her assailant herself, since relatives and authorities shared the same apathetic desire for justice. Despite her knowledge of Mr. Watts’s past, Ms. Cavendish chose to nurture a silent affection for him. Her last thoughts were a mixture of hatred for me, and love for him. It seems neither feeling could overshadow the other.","","","","","",""
"[3A10871F48A72DEBB728489DAD4606FC]::1F2BD1F54602FF8C62981088F02BDB14","Sabrina believes the Docks are dangerous and feels unsafe there.","Sabrina believes the Docks are dangerous and feels unsafe there.","","","","","",""
"[3A10871F48A72DEBB728489DAD4606FC]::C467B3CE487D79037A1678AB2AC55882","Sabrina has been assaulted by a client once","Sabrina has been assaulted by a client once","","","","","",""
"[3A10871F48A72DEBB728489DAD4606FC]::F2A2C3B24691CEABA0093BACDDB73B22","Sabrina hides her true feelings about her boss Tom Watts.","Sabrina hides her true feelings about her boss Tom Watts.","","","","","",""
"[3A10871F48A72DEBB728489DAD4606FC]::A3C28CF946A4A88D4CCED7A67780C285","Sabrina is taught by Tom Watts how to use a gun to protect herself","Sabrina is taught by Tom Watts how to use a gun to protect herself","","","","","",""
"[400E029348973496AC5539ABFC372822]::1C9C1B0D4E6E467FFED356AB72CE0B0B","Sean Hampton","Шон Гемптон","","","","","",""
"[400E029348973496AC5539ABFC372822]::74937E134058F0C79C80E0AC03C53ACB","Sean Patrick Hampton, 38 years old, male. Abandoned in Dublin as a baby. He spent his youth in a Catholic orphanage, and at fifteen was molested by one of the priests who raised him. The young man, his body and faith violated, fled to London to start life anew, and rebuild his identity. His empathy with lost souls led him to become their benefactor: revolted by the pain, sickness, and loneliness of the poor, Sean Hampton created a sanctuary in an abandoned warehouse. An asylum for the desperate. It was a place of serenity where men, and Skals could pray and cry with the forsaken. The inhabitants of the Docks respected him and nicknamed him, the 'Sad Saint,' crowning his awkward faith as the only ray of hope in this lawless part of the city. Even the gangs silently agreed to leave his shelter untouched. His quest for salvation would have known no end. When I killed him, I felt his unconditional love for all those who lived under God – mortal, or immortal. Sean Hampton’s dedication for the forsaken souls was absolute and real. It was so pure, so compassionate, and so deeply rooted in the man’s inner injuries, that it almost frightened me. For I felt in his zeal the seeds of fanaticism, and the kind of implacable conviction that can create miracles, or bring catastrophe into this world.","Sean Patrick Hampton, 38 years old, male. Abandoned in Dublin as a baby. He spent his youth in a Catholic orphanage, and at fifteen was molested by one of the priests who raised him. The young man, his body and faith violated, fled to London to start life anew, and rebuild his identity. His empathy with lost souls led him to become their benefactor: revolted by the pain, sickness, and loneliness of the poor, Sean Hampton created a sanctuary in an abandoned warehouse. An asylum for the desperate. It was a place of serenity where men, and Skals could pray and cry with the forsaken. The inhabitants of the Docks respected him and nicknamed him, the 'Sad Saint,' crowning his awkward faith as the only ray of hope in this lawless part of the city. Even the gangs silently agreed to leave his shelter untouched. His quest for salvation would have known no end. When I killed him, I felt his unconditional love for all those who lived under God – mortal, or immortal. Sean Hampton’s dedication for the forsaken souls was absolute and real. It was so pure, so compassionate, and so deeply rooted in the man’s inner injuries, that it almost frightened me. For I felt in his zeal the seeds of fanaticism, and the kind of implacable conviction that can create miracles, or bring catastrophe into this world.","","","","","",""
"[40302B5B4BD20E8F2EFEF8AFCC195DD9]::3526B64A451E61307A9E4E9F101ABB17","Agamemnon Baker, 42 years old, male. The memories he gave me as he died were a maze of incoherence. It was impossible to disentangle his thoughts, and I was left with barely enough knowledge to define the profile of this man. Mr. Baker was the twin of Pericles Baker. He shared his brother's delusions about the grand fate that awaited them; although the opinions of Mr. Baker seemed to diverge on the course of action they should have followed to fulfil their purpose. Mr. Baker believed that their anguish reflected the distress of London, and that leaving the capital would ease their pain... as long as the proper envoy - a messiah, who never came, triggered their exodus. When I killed Mr. Baker, he realized that they could have chosen to leave together, and pitied their absurd tenacity.","Agamemnon Baker, 42 years old, male. The memories he gave me as he died were a maze of incoherence. It was impossible to disentangle his thoughts, and I was left with barely enough knowledge to define the profile of this man. Mr. Baker was the twin of Pericles Baker. He shared his brother's delusions about the grand fate that awaited them; although the opinions of Mr. Baker seemed to diverge on the course of action they should have followed to fulfil their purpose. Mr. Baker believed that their anguish reflected the distress of London, and that leaving the capital would ease their pain... as long as the proper envoy - a messiah, who never came, triggered their exodus. When I killed Mr. Baker, he realized that they could have chosen to leave together, and pitied their absurd tenacity.","","","","","",""
"[40302B5B4BD20E8F2EFEF8AFCC195DD9]::6DAD2C7343A60C930E354D9493DFF31F","Agamemnon and Pericles Baker have opposing explanations about their current situation.","Agamemnon and Pericles Baker have opposing explanations about their current situation.","","","","","",""
"[40302B5B4BD20E8F2EFEF8AFCC195DD9]::F3D125B4408BD407310FCCB456F2FFDA","Agamemnon and Pericles Baker are waiting for something, or someone before leaving the city.","Agamemnon and Pericles Baker are waiting for something, or someone before leaving the city.","","","","","",""
"[40302B5B4BD20E8F2EFEF8AFCC195DD9]::6EE8B836494F874573D1A69F380F2CAC","Agamemnon and Pericles Baker want to leave the city because they feel something is strange about the situation.","Agamemnon and Pericles Baker want to leave the city because they feel something is strange about the situation.","","","","","",""
"[40302B5B4BD20E8F2EFEF8AFCC195DD9]::E40ADA6C423A9F4D57BB7A8A6E1225AE","Agamemnon and Pericles Baker are a complete mystery.","Agamemnon and Pericles Baker are a complete mystery.","","","","","",""
"[4113DCC14CDDADC460EE958A01842389]::5DB9E80E48BA1478A44791834AACAD91","Mortimer Goswick, 23 years old, male. A tormented and uncooperative patient at the Pembroke Hospital. Well-fed, educated, rich,  and protected by a loving mother, Mr. Goswick was hiding the true reason for his presence in a medical facility in the East End. It was not influenza that brought him to Pembroke, but attempted suicide. His thoughts and memories did not make his reasons any clearer for me. Although he was tired of his mother's quibbling, and had experienced a sharp decline in his number of friends, I could not identify any specific event that might have triggered his decision. Perhaps the man was simply too frail to bear the sight of the world around him, and just spent his life desiring death? When I fulfilled his wish, Mr. Goswick finally discerned the value of existence for a short moment. He then passed in silence, and regret.","Mortimer Goswick, 23 years old, male. A tormented and uncooperative patient at the Pembroke Hospital. Well-fed, educated, rich,  and protected by a loving mother, Mr. Goswick was hiding the true reason for his presence in a medical facility in the East End. It was not influenza that brought him to Pembroke, but attempted suicide. His thoughts and memories did not make his reasons any clearer for me. Although he was tired of his mother's quibbling, and had experienced a sharp decline in his number of friends, I could not identify any specific event that might have triggered his decision. Perhaps the man was simply too frail to bear the sight of the world around him, and just spent his life desiring death? When I fulfilled his wish, Mr. Goswick finally discerned the value of existence for a short moment. He then passed in silence, and regret.","","","","","",""
"[4113DCC14CDDADC460EE958A01842389]::40EAB7564C4D3F1778C187B7F676637C","Mortimer intended to take his own life.","Mortimer intended to take his own life.","","","","","",""
"[4113DCC14CDDADC460EE958A01842389]::F6C92DD14ABFEF46DD47A28B7766E75D","Mortimer is not infected with Spanish Flu.","Mortimer is not infected with Spanish Flu.","","","","","",""
"[4113DCC14CDDADC460EE958A01842389]::3BD23E584186A6B3AF8F1B83F945CA26","Mortimer seemed determined to take his own life.","Mortimer seemed determined to take his own life.","","","","","",""
"[44058F5D426B142BF3CF1E83BC6EF0AD]::9C2ECC024B85D551150446BB450D3C64","Giselle Paxton, 29 years old, female. A former factory worker, and unionist. She claimed her job was lost because of her syndicalist convictions, when in fact her dismissal was because of her alcoholism. The death of her mother, followed by the murder of her close friend, Jack Gillingham, and the constant reprimanding of her sister Lottie, caused her spiralling addiction. Despite her sister’s attempts to keep her away from the bottle, Ms. Paxton was a severe alcoholic. Nothing remains of the woman who once led her peers towards social revolution. She felt she’d failed her mother because of her engagements, and failed her engagements because of her grief - an opinion that prospered in light of Lottie’s never-ending attempts at bringing joy around her. Ms. Paxton died crying for her loved ones, but not for herself.","Giselle Paxton, 29 years old, female. A former factory worker, and unionist. She claimed her job was lost because of her syndicalist convictions, when in fact her dismissal was because of her alcoholism. The death of her mother, followed by the murder of her close friend, Jack Gillingham, and the constant reprimanding of her sister Lottie, caused her spiralling addiction. Despite her sister’s attempts to keep her away from the bottle, Ms. Paxton was a severe alcoholic. Nothing remains of the woman who once led her peers towards social revolution. She felt she’d failed her mother because of her engagements, and failed her engagements because of her grief - an opinion that prospered in light of Lottie’s never-ending attempts at bringing joy around her. Ms. Paxton died crying for her loved ones, but not for herself.","","","","","",""
"[484A37EC400A7252D211CE9A1E35527E]::0E26F3FB422A53A018F5EE991F421A04","Emelyne is only looked after of by Avery Cork now.","Emelyne is only looked after of by Avery Cork now.","","","","","",""
"[484A37EC400A7252D211CE9A1E35527E]::149B780947F4DAED3C09EB8B485FFBD7","Emelyne Maria Reid, born Pelletier, 65 years old, female. Too many deceased and revived children broke my mother’s mind, leaving her unable to distinguish between the living and the dead - not that I might be able to do so myself. Born in France, my mother had always been the artist of the Reid family. Despite, or because of the comfortable life she found in England, she never ceased to create and sell her art: paintings, writings, the occasional poem, or song. Her spirit was as creative as it was frail, and the disappearance of her husband tipped her towards the self-indulgence that made her confuse dreams with reality. Avery Cork, our family butler, took good care of her. However, her state had deteriorated to the point where she wouldn't eat, wouldn't sleep, and was letting herself die of neglect. She regained her senses when I brought her rest, and she saw me for what I was...","Emelyne Maria Reid, born Pelletier, 65 years old, female. Too many deceased and revived children broke my mother’s mind, leaving her unable to distinguish between the living and the dead - not that I might be able to do so myself. Born in France, my mother had always been the artist of the Reid family. Despite, or because of the comfortable life she found in England, she never ceased to create and sell her art: paintings, writings, the occasional poem, or song. Her spirit was as creative as it was frail, and the disappearance of her husband tipped her towards the self-indulgence that made her confuse dreams with reality. Avery Cork, our family butler, took good care of her. However, her state had deteriorated to the point where she wouldn't eat, wouldn't sleep, and was letting herself die of neglect. She regained her senses when I brought her rest, and she saw me for what I was...","","","","","",""
